4088085	4096298	1
4061768	4082345	2
1048023	0567193	2
1055293	1084889	1
3042044	6050678	1
1054217	4011843	1
1064460	3058619	2
3005100	3060678	2
3070753	3029220	1
3019661	3078054	2
1088153	1079058	2
1074729	1058343	2
4088566	4084861	2
1068549	4052406	2
3011332	3036603	2
1026292	1072616	1
1079277	3081335	2
1097979	1056845	2
1078233	1090523	1
1102782	1000768	2
3010482	3013346	1
3015753	6024844	1
3022776	3032628	2
1050668	3010741	1
4024125	4025584	2
3073101	3008263	2
4006082	6033353	1
4071377	4064065	2
3022407	1071887	2
4055868	4066816	2
6032934	1061428	1
4050397	4074297	2
4043552	4053543	2
3054491	0804057	1
6046898	6016400	2
3009045	6029520	1
4055782	0007224	1
4096092	4077003	1
1072183	6033655	1
1077715	1022020	1
4003042	4061362	1
4052823	4070562	1
4071880	4078767	1
0016787	1087430	1
1053342	1097554	1
1014831	1002687	2
1099260	1057734	2
1067380	1088451	2
3062687	3031102	1
4066875	4000231	1
1044326	1069922	1
0812399	1078503	1
4074554	4026105	1
4054316	4033284	2
1095193	3083409	2
1097970	1087843	2
4078069	4090844	1
4081424	4088628	1
3005311	3057032	1
6031350	6059968	2
6061669	6050212	1
6050613	6068670	2
6025858	6066627	2
4093197	4082692	2
4094658	4048741	2
1101912	1093770	2
4092686	4092399	2
1080531	1097971	2
2189471	4083924	1
1102843	1097964	1
1048078	4055204	1
4074934	4075178	1
4084350	4088786	1
3081781	3083637	2
4081158	4079348	1
4040109	4058634	1
3065427	3079443	2
1099220	1096584	1
6068741	6045251	1
1094897	1102835	1
4081486	4085156	1
6062430	6059476	2
4091363	4081671	2
3027270	6057862	2
6003806	1077365	2
6059072	6067110	1
4083539	4083757	1
4039815	4065542	1
4084355	4082454	2
4085977	4086267	2
1092051	1097930	1
1093937	1095698	2
1093222	1098114	1
2189471	4078274	1
4093094	1095008	2
1093664	1094482	1
2198398	6057550	2
0024987	0251144	2
3077693	1096720	2
3086439	1047139	2
1097687	1095826	1
1090505	1055293	2
1088168	1094999	1
1098700	3085109	1
1102744	3066266	1
1102911	3084489	1
4088056	6058265	2
3086041	3067378	1
6052958	3051990	2
6068711	6005202	2
3059158	3023453	1
1100264	1100315	2
1097413	1091207	2
4089190	4092315	1
3082643	3066349	2
4093286	4089563	2
1087462	1082482	2
4084055	2127752	2
1086805	1088392	2
4062184	4094104	2
1079521	1078607	1
2002657	0022711	2
1095701	1097759	1
4079802	4085791	1
4070387	6019290	1
1071334	1075897	2
1082748	1019500	1
6054126	1097639	1
1068166	0526027	1
6067197	6066210	1
6013758	6025552	1
3059416	1097828	1
4005615	4048850	2
4086227	4033284	2
1091828	1091006	2
3084368	1095110	2
4082090	4079376	2
1088451	1097971	1
4067607	4052525	2
6063555	6059432	2
1088631	1102384	1
1100649	1095540	1
3060741	3076034	1
4083865	4083924	2
1096584	1097908	2
1100398	1100152	2
6065076	6066020	1
1093708	1088911	1
4093282	4092321	2
4088883	4088066	1
4085804	4079095	1
4090733	4088425	1
6061600	6062871	2
3083548	3083646	2
3058696	3073662	1
4081486	4088085	2
6066103	6062873	1
2126314	2189691	2
6020986	6057649	2
3085342	3083480	2
1092051	1095698	1
1097413	3080050	2
6061615	1098155	1
4083252	4092957	1
3051556	2019862	1
1101130	1096338	1
4093284	6066078	1
1077365	2046678	2
1090630	1082986	2
4087898	3083465	1
2025597	1095372	2
6040436	4066189	1
6069282	6053085	2
1086094	1080260	2
1055461	4079728	1
3075249	3076472	1
1084750	1028888	1
4094954	6052658	1
3084410	1100314	2
4084431	4087934	2
4091835	4089414	1
6046973	6047200	2
3066694	3043213	2
6036383	6038711	1
3085270	3009508	1
4044020	4043390	1
4083416	4090220	2
1095833	1085232	2
4038446	4078238	2
1080531	1098761	2
2044729	1087972	1
0026444	4076818	2
3066266	1097640	2
1098252	1102498	2
3080797	3081698	1
4047481	6043383	1
4079082	4074297	2
3074078	3083333	2
3079548	3058336	2
3058619	6044566	1
4083539	4082454	1
4090774	4088034	2
1098115	3080871	1
6045595	4066875	1
1098768	1099088	1
4093094	4081481	1
4010752	4075719	2
4088445	4074049	1
3050567	3070848	1
1100384	3083558	1
3028068	6069294	1
6059627	6058771	1
1097964	1098026	1
6066015	6065477	1
1102835	1089563	2
1099840	1099268	1
4082927	1091638	2
3083871	3082210	2
4052873	4048785	2
4084619	4087513	1
4084524	4075807	1
1036857	6009633	1
6054478	3077693	1
1088459	1087322	1
4003485	4083930	2
1063955	1085137	2
1063457	1068166	1
3062506	1068087	2
1100610	1046134	2
0092857	6068718	1
6032934	4070387	1
6061267	6059636	2
3083967	3083481	2
0567193	1077715	1
6021276	6051564	1
6003511	3000013	1
4073606	4017687	1
0016787	1054159	1
4081605	4090622	1
1097913	1095701	1
1097843	1099339	1
3011332	3069863	1
6056853	4033590	2
4079318	4076283	2
4083121	4081118	2
4092456	1100152	1
1069013	1081780	1
1091375	1088676	1
1102582	3081697	2
1090431	2047643	2
1101130	4085925	2
1087708	1089849	1
6063470	6068379	2
4036612	1054217	2
1042282	2023830	1
4088369	4085861	2
4090733	4082132	1
4084861	4082345	1
1093472	1096616	1
4063153	0026444	2
3078667	3080428	2
6060215	1095326	2
0561860	0857039	1
4094304	4040652	1
3083645	3082740	1
4038616	4042701	2
1095386	1091005	1
6057533	6065399	1
3008460	6059710	2
4002546	4078939	2
1100121	1097885	1
6060215	3075641	2
3079443	3073941	1
0206509	3084108	1
3069946	3078297	2
1085517	1002252	1
4084788	4087934	1
1090232	1087756	2
1077042	1100323	1
1083316	2222905	2
6061158	6060754	2
1094897	4083131	2
1091530	6060671	1
6062893	6066387	2
6057648	1091638	1
6048771	6040436	2
1058343	1101127	2
1094896	1088805	1
4089665	6056991	1
1097333	1079840	2
1078425	1085229	1
4093888	4085304	1
1098700	1100314	1
2191573	2088265	2
6003951	6033630	2
3065026	3061388	1
6039106	6021304	1
1050982	1088451	2
4077586	4084180	1
3004944	3077567	1
4023191	4083106	1
4003042	4079958	1
4052823	4082340	2
4005720	4044172	1
1063576	0886323	2
1046999	1048387	1
4096419	4083864	2
1037097	1010205	1
3074173	1071996	2
0007224	4077626	1
4095482	4093917	1
1093445	1087981	1
1078544	1036528	2
1101130	1089563	1
4092456	1102498	2
1091206	1093982	2
1100156	1099906	1
4067132	4086306	1
1004314	1068393	1
4085542	4029560	2
1064460	6020600	2
4033590	4019254	1
4077111	4083865	1
4014344	4000565	2
3032628	3031092	1
1055731	3006867	1
6046594	6057862	2
4092259	4070368	1
4038956	4094175	1
1100169	1098411	1
3066524	0707836	2
4077003	4038652	1
0734835	3077729	2
6061159	3079266	1
6060115	6061552	1
1087322	1095197	1
6056141	1078999	2
1079832	1088144	1
3083814	3076619	1
6062876	1065123	1
3083527	3081777	2
1092397	1098545	1
3046915	3054388	1
6052693	6063409	2
6014286	6067755	2
1085316	4068465	2
1085849	6057679	1
1095080	3073976	2
1027257	1081676	1
4095218	4067290	1
4078939	4028203	1
4050452	0877265	1
6064512	4090565	2
3075007	3076261	1
1006320	1078606	2
4001406	4090204	1
4092100	4063209	1
1048588	1031747	1
1097843	4087897	2
6059477	6064516	1
4020923	4072526	2
3084846	3084991	1
6014208	6034819	2
6003978	6039666	1
6010384	3004266	2
3082097	3072826	1
2140114	1091375	2
6039186	1087972	1
1055461	1073710	1
1092645	0765161	1
1092893	1053342	2
1072091	1093678	1
6036034	1085835	1
4061901	4026105	1
4087898	2076897	1
4052539	0049491	2
4086305	4077892	2
4055004	4088857	1
4058611	4086392	1
4019323	4062795	1
4039728	4027410	1
4094054	4091923	2
0278457	3038452	1
3086473	0804057	2
1090505	2042909	1
4081289	4082358	2
6062248	6065082	2
4052406	2210903	2
3073636	3078711	1
4026739	4003608	1
4020143	2063667	1
6027898	6064185	2
6051306	3065427	2
1102661	1101737	2
4081483	4078828	2
3013075	6049529	2
3009621	3066787	1
6010265	6012586	2
0707836	3040659	1
4032215	4005503	2
1069219	1068549	1
0842956	6052526	2
1078233	1009781	2
1096885	1061772	2
3036338	6019801	2
4058899	4057429	1
4056755	1028210	2
6047710	3000613	2
3021541	3055065	1
6044588	6056645	1
6028556	6042097	1
1100481	1044326	1
6029112	6031881	2
0251668	2096608	2
3005463	3078054	1
1078953	1069165	2
4086322	4071880	1
4052148	4091787	1
1057703	3081335	1
1053396	1085152	2
6023810	6065608	2
3069162	3055553	2
4081476	4091740	1
1089114	1077881	2
0812399	1073793	1
4086751	4001869	2
4059102	4081099	2
4051714	4079180	2
4077563	4076503	1
6041814	6016176	1
3053232	3015106	1
4025584	4021287	1
4070387	4066189	2
4043702	0092857	1
4076624	4096130	2
1056845	1092700	2
1087947	1002687	2
2002657	0829160	2
3037421	3026864	2
6052147	6007215	2
3049654	3037362	2
6009912	3009990	2
6057581	6056519	1
6068741	6031598	1
3075214	6020429	2
1086703	2171850	2
2002085	1079058	2
4050045	4062185	1
3036328	0016731	2
1100460	1095790	1
4056816	4090945	2
1091672	1004314	1
4065351	4045857	2
6005582	6031851	2
4054983	6016400	2
4082807	4090220	1
3084340	3044934	2
3085116	3086005	2
6030214	3051612	1
6044885	4054316	1
3007191	3002803	1
1078544	1071887	2
3023857	3031443	2
4086448	4091015	1
4093369	4042850	2
4092568	4093235	2
4077669	4055868	1
4055782	4048409	2
4003683	4050650	2
6059636	6059627	2
3032807	3062687	1
4093481	4086322	2
4062294	4078399	2
4090808	4075757	2
6053577	6058203	2
6038995	6001479	1
6044588	6002086	2
3043213	1050668	1
1093770	1087840	1
4092399	4087506	1
4079180	4013666	1
1086805	1072058	2
4084619	2189471	2
1091006	1097971	2
1085232	1088631	1
4083252	4084096	2
1016850	1085152	1
4052525	4042844	2
4081158	4083887	1
3083977	1099268	2
6061615	1100649	2
4075108	4079974	2
4083847	4043725	1
4063110	4073537	2
4030411	4012934	1
6063713	6064514	2
1097880	3086479	1
6065082	6065605	1
6007215	3086042	1
3032566	3007795	2
3083637	3080159	1
3033396	3070579	2
3030537	1092619	2
0725871	3075570	2
3038673	3018443	1
3076387	6057963	1
3053232	1090505	2
4088085	4093645	2
4089563	4088883	1
1099220	1098768	1
6043610	4068079	2
3082002	3082692	1
3078769	1102843	2
4093523	4056993	1
1087322	1085849	1
3086177	3081605	1
1098624	1089563	2
1102906	1102582	2
6063195	6061426	2
3072199	3081737	2
1095372	1095326	2
1026292	1030150	1
4095264	4090814	2
4003680	4002420	2
6000512	4064065	2
1093708	2127752	2
6060977	6058178	2
6053383	6065173	1
1092051	1098700	2
1072183	6045595	2
4063461	4059867	1
1100481	1088451	1
4086267	4083979	1
6003978	6052290	1
3070929	3029270	1
3063731	6015472	2
1091638	6056308	2
1097908	4083131	2
6054478	1096720	1
1093664	1097913	1
4092112	4095116	2
1097843	1100121	1
4054983	4054316	1
4052298	4018939	2
1097964	3081697	2
1102911	1099840	1
6063994	6063712	2
4021725	3031980	2
1048078	1028888	1
1099926	1102861	2
0251144	0829160	2
2086987	2047643	2
3051224	3082444	1
3062567	6057012	2
6044885	4078414	1
4093094	4087934	1
3083465	3076034	1
3015900	3000317	1
1077042	1085517	2
1087756	1079058	1
3074448	3065427	2
3077729	3081335	1
1087272	6052526	2
3083558	3083556	2
6057569	6059422	1
3080159	3083646	1
1079832	1093445	2
3058696	0016731	1
6065047	6062886	2
3076209	3062132	2
4078238	4021933	1
4006082	6059710	1
6046718	6067755	1
4075757	4078069	2
4075758	4084524	1
3080050	1097687	1
1095110	1093222	2
4091363	4090733	2
3055330	1046843	1
4003683	4032486	1
3060252	6012586	2
3060741	3059416	1
1078999	3073976	2
1087708	1088459	1
3027979	3081156	1
3002681	1047290	2
3080726	3082201	2
6061159	6057550	2
4078621	4090844	1
4087044	4082947	2
1091672	1085137	1
3075249	3079443	1
1065520	1004764	2
6060115	6057478	1
4090135	4091835	2
3064638	1042282	1
6001134	6000890	2
6049404	3027270	1
4079104	4094580	1
3070929	3074974	2
6019601	6058110	2
4052264	4087006	2
6021244	6051711	2
6054478	3083409	1
1102824	1098411	1
6060754	4089665	2
1057703	1059945	1
4073537	4042844	1
4010088	4080234	2
4040440	4079183	1
4041539	4063942	1
4090096	4081229	1
1094897	1101130	1
3082312	3077181	1
3083640	3068257	2
3083648	3085109	2
1093982	1091530	1
1057734	1080814	2
1075897	1063457	1
6064332	6066104	1
3054491	0206509	2
3086041	3044934	1
3018675	3056680	2
3001285	3049132	1
4053543	4005503	1
1081424	3009476	2
3031092	3032628	1
0567193	1037097	1
3016940	3015022	2
1102744	1091375	2
6064254	4087898	2
1078425	1101737	1
4095596	4078812	2
6062876	6043610	1
1055461	6039186	1
1090431	1102828	1
3031443	3051556	1
4074688	4095308	1
3063785	3072612	1
1079277	3052948	1
3034940	3008263	1
4091017	4081424	2
3082210	3078246	2
3077072	3078472	1
4081158	4093645	2
4092686	4080491	1
4030492	4096092	2
4074297	4093523	1
6064185	0092857	1
4075719	4003042	1
4029560	4040454	2
4074934	4084350	1
1098442	1095386	2
1087843	1098761	1
4092628	4092687	2
3080428	3080050	2
3083971	3080669	1
3083863	3083641	2
3074149	1045346	2
1095701	1096488	1
6033774	4057102	2
4081099	4094104	1
4005369	6035834	2
4093941	4088476	1
1002687	1009781	2
1100384	1100169	2
6062558	4036520	1
6040000	3033639	1
3038375	3065026	1
6065950	6058232	2
4082292	6013758	2
6062699	6047384	2
6061712	3081697	1
6063471	6062190	1
6009633	6005544	2
1093699	4087897	1
1079521	1047139	2
4030032	4060553	1
6068379	6066103	1
2171850	1076829	1
4072526	4026875	1
4062294	4081958	2
3080190	6059073	1
4094980	4044609	2
6064000	6059422	1
3068257	3085109	2
6066387	6066138	2
1095344	1102902	1
1080260	2046678	1
3073076	3082603	2
4017940	4007037	2
1068087	1058343	1
6007093	1055264	1
3051224	3082021	2
0707836	2210903	2
1061772	1082482	1
3025963	3060744	2
4083501	4088445	2
3010554	3009207	1
3009045	3057032	2
3080582	3086451	2
4095085	4085804	2
3085871	3080764	2
1056845	1082748	1
2044729	0886323	2
1088451	1087840	1
6066015	6064513	2
1089563	4085925	1
3066349	3068659	1
1080393	1092397	2
4087910	4082958	1
4028113	1098339	2
4081486	4081158	2
1084750	1048588	1
4095184	4001406	2
2168652	1050668	1
4082807	4065351	1
6050173	6068741	1
4083656	4088369	2
4086448	4088445	2
6051414	6058312	1
2076898	3011332	1
1097554	3008242	2
3086519	3078427	1
3084368	3075996	2
6064775	6064306	1
4039506	1044966	1
6063610	6053085	2
1100315	1091207	1
4000956	4083581	1
4094250	4007007	2
4005720	4072057	1
3042044	6010759	2
6034819	6029798	2
6028556	2088265	1
3011116	3059000	1
6057581	6014286	1
4079095	4074928	1
4024638	4079180	1
6020798	3014602	2
4064268	4089843	2
6016392	6057312	2
2063667	4010343	1
1069165	1053342	1
1086588	6061712	1
1091826	3083409	1
1097478	2189691	1
0026444	4083930	2
1097640	4068465	1
1095386	4087898	2
4076818	4064391	1
4090807	4032486	2
1095017	1095698	1
4048409	4066189	1
1093472	1100156	1
6065477	6065076	2
4028284	4072835	1
4083858	4073373	2
4083924	6057648	2
1100460	1078606	2
1091375	2096608	1
3083645	3064385	2
4090733	4081379	2
1095008	4084788	1
3050155	3005463	1
3057819	1087924	1
3021541	3023253	1
1072616	1044784	2
3001694	3005733	2
4073606	4044020	1
1055293	1092645	1
3009389	3044568	1
1027257	1036528	2
3083871	3077948	1
0561860	0022711	2
3080428	3076416	2
3083814	3082210	2
3056926	3083655	1
4094706	4094699	2
4070585	3022407	1
4089159	4074554	1
1084178	3078447	2
1072091	2222905	2
4086322	4084861	2
4042701	1102404	1
1055461	6051421	1
1091857	1085152	2
4050452	4043702	1
6034304	6068741	2
6059432	4094954	1
0812399	1069013	1
1092700	1082986	2
6058265	6062871	1
4067799	4079318	1
6065395	4090565	2
6044370	4031457	2
4095119	4054255	1
6061437	6059175	2
4072853	4033670	1
4033284	1054217	2
6061191	6057533	2
3068161	3066518	2
6028244	6040125	2
3006238	3006451	2
3083489	3017262	1
3000613	3075376	1
4072526	4078939	2
4011849	4087285	1
4095181	4000589	2
2189471	4077111	1
1032235	1077881	1
4078032	4077189	1
4017164	4023328	2
4048785	4053543	1
2047643	3060737	1
3074864	3081777	2
3051090	3004944	1
3029150	3037362	1
4023191	4000565	1
4007007	4052148	1
4033590	6045595	2
3081335	3077729	1
4079802	4079376	2
4093284	6066074	1
6059477	6059476	1
4092782	4033107	1
4088034	4077586	1
4019668	4026875	2
4080234	4077563	1
3006680	3010482	2
1046999	1069219	2
6059734	6065608	2
1071887	0016787	1
4063088	4059423	1
4079101	4039286	1
4084015	4081605	1
4076906	4079979	1
4087910	1092397	2
1088168	1076518	1
3042412	3027493	2
4082358	4076397	1
6020600	3058619	1
6066573	6020429	2
4093499	4096130	2
4063702	4043552	2
6036034	1042472	1
1073438	1084267	1
3051556	6019801	1
4082692	4048850	2
4085861	6057550	1
0743455	3075784	1
4039728	4064065	1
3025979	3015948	1
3079835	3007191	2
3027105	3062446	1
4094250	4090220	1
0726430	1058343	2
4040109	1028210	1
4045857	4008541	2
3086005	3060678	2
3006451	6049529	2
6007215	3074974	2
3082021	3084035	1
4039815	4078939	2
4049104	4025584	2
4042091	4085623	1
4028999	6005416	1
4094549	4000503	1
4075090	4056756	1
4008292	4052730	2
4059184	6005202	2
4070867	6047200	1
6010759	6066627	2
4050797	4084096	1
4082340	4076818	1
4095302	4092487	2
4092258	4045689	2
4047481	6032934	2
4050650	4024643	2
3009990	1055731	2
3083246	3080982	2
